Name,Profit,Buy Price,Sell Price,Demand,Supply,Margin
"Carrion Tribal Torch of Intelligence",7357.2,9719,20092,29,8,75.699146002675
"Carrion Tribal Torch of Accuracy",14678.45,12058,31457,43,6,121.73204511528
"Carrion Tribal Torch of Rage",7668,11285,22300,62,15,67.948604342047
"Carrion Tribal Trident of Intelligence",5748,8615,16900,39,36,66.720835751596
"Carrion Tribal Trident of Accuracy",31311,11187,50000,28,7,279.8873692679
"Carrion Tribal Warhorn of Intelligence",8853.3,6256,17778,45,13,141.51694373402
"Carrion Tribal Warhorn of Accuracy",23428.15,12269,41999,34,9,190.95403048333
"Carrion Tribal Warhorn of Rage",5301.3,11712,20018,55,7,45.263831967213
"Malign Glyphic Longblade",2855.2,1811,5492,871,96,157.65875207068
"Malign Glyphic Staff",5709.25,2725,9925,566,27,209.51376146789
"Malign Glyphic Axe of Force",2590.4,2545,6044,147,40,101.78388998035
"Malign Glyphic Handblade of Force",4033,4465,10000,60,11,90.324748040314
"Malign Glyphic Icon of Force",2066.95,640,3187,227,39,322.9609375
"Malign Glyphic Longblade of Force",3392.75,7311,12595,329,39,46.406100396663
"Malign Glyphic Rifle of Force",2776.5,1021,4470,92,41,271.93927522037
"Malign Glyphic Scepter of Force",4135.95,4606,10287,60,14,89.794832826748
"Malign Glyphic Edge of Force",7123.5,3066,11990,219,7,232.3385518591
"Ravaging Glyphic Handblade of Grawl Slaying",4407.6,1792,7296,139,28,245.95982142857
"Ravaging Glyphic Longblade of Grawl Slaying",2309.85,6121,9921,517,48,37.736480967162
"Ravaging Glyphic Staff of Grawl Slaying",6621.95,2001,10147,197,42,330.93203398301
"Ravaging Glyphic Edge of Grawl Slaying",6295.75,2708,10595,81,36,232.48707533235
"Ravaging Glyphic Handblade of Smoldering",3069.95,1592,5487,111,47,192.83605527638
"Ravaging Glyphic Longblade of Smoldering",2386.55,1048,4043,212,30,227.72423664122
"Ravaging Verdant Axe of Battle",4833.55,2851,9043,102,15,169.53875833041
"Ravaging Verdant Axe of Earth",2398,1000,4000,128,38,239.8
"Ravaging Verdant Dagger of Battle",7204.6,9705,19896,144,18,74.235960844925
"Ravaging Verdant Dagger of Ogre Slaying",3572,6626,12000,99,16,53.908843948083
"Ravaging Verdant Dagger of Earth",4032,5265,10940,146,32,76.581196581197
"Ravaging Verdant Greatsword of Battle",16821.6,10373,31996,491,14,162.16716475465
"Ravaging Verdant Greatsword of Ogre Slaying",4161.05,3906,9493,96,42,106.52969790067
"Ravaging Verdant Greatsword of Earth",3464.3,4522,9398,84,20,76.609907120743
"Ravaging Verdant Bow of Battle",4867.15,1590,7599,107,26,306.11006289308
"Ravaging Verdant Pistol of Battle",5119.3,3207,9798,52,19,159.62893670097
"Ravaging Verdant Pistol of Earth",2102.65,572,3149,126,23,367.59615384615
"Ravaging Verdant Staff of Battle",3296.4,5205,10004,86,24,63.331412103746
"Ravaging Verdant Staff of Earth",2877.5,1821,5530,59,32,158.01757276222
"Ravaging Verdant Blade of Ogre Slaying",5420.35,1761,8451,56,11,307.79954571266
"Carrion Verdant Axe of Corruption",2371,1027,4000,113,30,230.86660175268
"Carrion Verdant Dagger of Water",4479.65,3907,9869,134,38,114.65702585104
"Carrion Verdant Dagger of Corruption",3829.85,2119,7001,134,15,180.7385559226
"Carrion Verdant Dagger of Energy",2144.65,3029,6089,50,38,70.80389567514
"Carrion Verdant Greatsword of Water",10673.9,5435,18954,465,14,196.39190432383
"Carrion Verdant Greatsword of Corruption",2239.15,3283,6499,146,8,68.204386232105
"Carrion Verdant Greatsword of Energy",2712.9,4080,7994,342,13,66.492647058824
"Carrion Verdant Staff of Corruption",2255.1,1981,4986,97,28,113.83644623927
"Carrion Verdant Blade of Corruption",3063,1185,5000,54,20,258.48101265823
"Mystic Forge Conduit",243726.15,2170101,2839799,1005,34,11.23109707797
"Mystic Forge Node",26091.6,67403,109996,79,45,38.709849709954
"Mystic Casing",110147,30101,165000,115,9,365.92472010897
"Mystic Core",15019.15,40228,64999,401,45,37.335065128766
"Mystic Tube",12826.3,19045,37498,132,89,67.347335258598
"Mystic Essence",13087,42008,64820,1093,77,31.15358979242
"Mystic Chest",469913,720000,1399900,666,7,65.265694444444
"Permanent Black Lion Merchant Contract",463998,2290000,3240000,872,24,20.26192139738
"Permanent Trading Post Express Contract",240493.75,2301000,2989995,595,26,10.451705780096
"Major Rune of the Mad King",7488.55,12912,24003,122,61,57.996824659232
"Superior Rune of the Mad King",6235,25638,37500,346,233,24.319369685623
"Recipe: Superior Rune of the Mad King",42911.5,25078,79990,17,13,171.11213015392
"Recipe: Superior Rune of the Mad King",34372.3,24274,68998,274,10,141.6013018044
"Major Sigil of the Night",6372.3,5524,13998,359,52,115.3566256336
"The Mad Moon",719997.15,1150000,2199999,72,12,62.608447826087
"Recipe: Gift of Spiders",625885.2,360106,1159992,81,13,173.80582384076
"Recipe: Superior Sigil of the Night",11269.55,26505,44443,509,12,42.518581399736
"Recipe: Superior Sigil of the Night",6503.05,25024,37093,492,35,25.987252237852
"Recipe: Superior Sigil of the Night",34694.4,50103,99764,86,21,69.246152924975
"Recipe: Gift of the Moon",951687,450811,1650000,48,19,211.10554090295
"Endless Halloween Tonic",49929,460001,599920,830,18,10.854106838898
"Endless Riding Clothes Tonic",3277.15,7515,12699,707,159,43.608117099135
"Endless Khaki Clothing Tonic",11614.6,17620,34396,320,72,65.917139614075
"Endless Leather Hoodie Clothing Tonic",22076.5,33010,64810,33,24,66.8782187216
"Endless Silk Brocade Clothing Tonic",342473,252525,700000,33,7,135.61944361944
"Endless Layered Vest Clothing Tonic",73583.45,70912,169997,35,12,103.76727493231
"Endless Casual Clothing Tonic",168995.15,120002,339999,22,7,140.82694455092
"Endless Striped Silk Clothing Tonic",106651,171722,327500,33,8,62.10677723297
"Endless Country Lace Clothing Tonic",94836,60712,183000,26,12,156.20635129793
"Endless Casual Hoodie Clothing Tonic",14372.5,35002,58090,39,24,41.061939317753
"Penetrating Krytan Spear of the Night",7932.3,2009,11698,43,16,394.83822797412
"Penetrating Krytan Mace of the Night",4330.05,4162,9993,85,18,104.03772224892
"Penetrating Krytan Warhorn of the Night",14481.5,4259,22050,82,15,340.02113172106
"Grinning Gourd Rifle Skin",176663,465000,754900,1794285,37,37.992043010753
"Deathly Pauldrons Skin",278060.8,444444,850008,42,20,62.563742563743
"Deathly Shoulderpads Skin",249184.3,558312,949998,34,19,44.63172921234
"Deathly Avian Shoulderpads Skin",115471.3,160775,324998,54,16,71.821676255637
"Deathly Avian Mantle Skin",164995.15,430002,699999,50,41,38.370786647504
"Deathly Avian Pauldrons Skin",94593.95,120018,252487,113,39,78.816469196287
"Deathly Bull's Mantle Skin",235417.75,391111,737095,102,25,60.192055452288
"Deathly Bull's Pauldrons Skin",91746.15,210001,354999,36,24,43.688434816977
"Ring of the Catacombs",3345.15,5152,9999,40,16,64.929153726708
"Koda's Gift",35463.1,38303,86786,53,27,92.585698248179
"The Zealot's Amulet",21843.2,46029,79852,36,27,47.455299919616
"Operative's Creed",10748,53000,75000,56,27,20.279245283019
"Bloodstone Fragment",14830.1,51201,77686,121,103,28.96447335013
"Tortured Root",18361,19377,44400,51,27,94.756670279197
"Apothecary's Draconic Pauldrons",7322.75,7546,17495,93,68,97.041478929234
"Apothecary's Krait Battleaxe",19140.2,8799,32872,45,6,217.5269917036
"Apothecary's Krait Recurve Bow",6816.75,2697,11195,41,12,252.75305895439
"Apothecary's Noble Boots",3201.25,2649,6885,59,11,120.84748961872
"Apothecary's Exalted Boots",11905,9343,25000,71,21,127.42159905812
"Apothecary's Pearl Reaver",4843,21165,30600,29,23,22.882116702103
"Apothecary's Pearl Conch",5312.85,12570,21041,51,37,42.266109785203
"Apothecary's Feathered Vestments",4378,2420,8000,537,15,180.90909090909
"Apothecary's Krait Wand",3051.9,2925,7034,68,47,104.33846153846
"Apothecary's Krait Handgun",5649.75,2929,10095,38,12,192.89006486856
"Apothecary's Masquerade Raiments",12637,4361,20000,34,16,289.77298784682
"Apothecary's Pearl Handcannon",10066.1,12768,26866,57,33,78.838502506266
"Apothecary's Pearl Rod",6815.15,13208,23559,77,20,51.59865233192
"Apothecary's Pearl Carver",16040,26373,49900,108,25,60.819777803056
"Apothecary's Gladiator Helm",6784.45,2816,11297,22,12,240.92507102273
"Apothecary's Krait Shooter",2100,2998,6000,67,40,70.046697798532
"Apothecary's Krait Slayer",4097.15,4400,9999,329,19,93.117045454545
"Apothecary's Noble Gloves",3735.7,2877,7782,36,20,129.84706291276
"Apothecary's Pearl Quarterstaff",15277.05,26705,49393,153,18,57.206702864632
"Apothecary's Pearl Broadsword",6948,31300,45000,112,35,22.198083067093
"Apothecary's Exalted Gloves",5180.6,5048,12036,164,58,102.62678288431
"Apothecary's Draconic Gauntlets",8259.35,8748,20011,93,31,94.414151806127
"Apothecary's Gladiator Gauntlets",2291.5,2900,6110,30,24,79.01724137931
"Apothecary's Masquerade Mask",5242.5,3162,9890,29,17,165.79696394687
"Apothecary's Krait Warhammer",3235.45,3135,7497,223,55,103.20414673046
"Apothecary's Pearl Trident",22924.5,12000,41090,381,17,191.0375
"Apothecary's Gladiator Chestplate",4211,5562,11500,40,8,75.710176195613
"Apothecary's Primordus Scepter",77749.15,134748,249999,96,13,57.699669011785
"Apothecary's Primordus Staff",129724.15,170408,353099,40,15,76.125622036524
"Apothecary's Barbaric Coat",2992.9,910,4594,190,14,328.89010989011
"Apothecary's Emblazoned Pants",21797,19001,48000,44,26,114.71501499921
"Apothecary's Pearl Speargun",7391.3,11900,22698,55,20,62.111764705882
"Apothecary's Exalted Pants",18555,7147,30240,67,8,259.61942073597
"Apothecary's Pearl Bludgeoner",3045.15,13867,19899,30,8,21.959688469027
"Apothecary's Draconic Boots",6013.75,9246,17955,92,77,65.041639627947
"Apothecary's Feathered Mantle",3780,2083,6900,279,6,181.46903504561
"Apothecary's Gladiator Boots",4948.35,1502,7591,43,13,329.45073235686
"Apothecary's Krait Brazier",4623.75,2935,8895,17,12,157.53833049404
"Apothecary's Masquerade Mantle",5590.65,3000,10109,14,10,186.355
"Apothecary's Exalted Mantle",3351.3,6845,11998,121,66,48.959824689554
"Apothecary's Pearl Brazier",4567.15,25265,35099,33,28,18.076983969919
"Apothecary's Pearl Shell",8300,11673,23500,53,17,71.104257688683
"Apothecary's Emblazoned Shoulders",18543.65,9444,32929,79,60,196.35376958916
"Apothecary's Krait Whelk",2614.8,2830,6408,38,28,92.395759717314
"Apothecary's Pearl Impaler",11629.75,11399,27095,56,13,102.02430037723
"Apothecary's Pearl Siren",15113,12000,31900,41,18,125.94166666667
"Apothecary's Primordus Longbow",112838.65,180400,344989,22,10,62.549140798226
"Apothecary's Primordus Pistol",70956.25,150267,260265,84,14,47.220114862212
"Apothecary's Primordus Rifle",77998,160000,280000,50,13,48.74875
"Apothecary's Krait Machete",3483.15,3399,8099,149,10,102.47572815534
"Apothecary's Primordus Short Bow",141587.15,181410,379999,92,6,78.048150598093
"Apothecary's Pearl Sabre",37832,30166,80000,60,26,125.41271630312
"Apothecary's Primordus Harpoon Gun",70615.3,107881,209998,15,9,65.456660579713
"Apothecary's Primordus Axe",88832.95,140569,269887,200,7,63.195263536057
"Apothecary's Primordus Dagger",67287.8,170275,279488,225,15,39.517134047864
"Apothecary's Primordus Maul",138587.8,150400,339988,121,8,92.146143617021
"Apothecary's Primordus Shield",63815.65,120266,216569,9,7,53.06208737299
"Apothecary's Primordus Sword",94997.15,160000,299999,74,9,59.37321875
"Apothecary's Intricate Gossamer Insignia",7627,33001,47800,332,117,23.111420866034
"Apothecary's Orichalcum Imbued Inscription",13453,48000,72300,205,89,28.027083333333
"Light Consortium Breathing Mask Skin",11542.8,47503,69468,3403875,233,24.299096899143
"Medium Consortium Breathing Mask Skin",6768.35,35552,49791,2354181,131,19.037888163816
"Heavy Consortium Breathing Mask Skin",7262.15,35150,49899,2373989,106,20.660455192034
"Heavy Island Shoulder Skin",8207.6,16267,28796,383,128,50.455523452388
"Medium Island Shoulder Skin",4833.55,21024,30423,1598941,178,22.990629756469
"Mini Karka",768481.6,3490013,5009996,434,10,22.019448065093
"Mini Reef Drake",161661.1,1170003,1566666,87,25,13.817152605592
"Mini Karka Hatchlings",313909.45,1590001,2239897,128,19,19.742720287597
"Southsun Mask",98404.3,250007,409898,499,30,39.360617902699
"Shark's Tooth Sword Skin",10661.65,35618,54449,386,152,29.933320231344
"Consortium Clipper Focus Skin",9327.15,40310,58399,341,100,23.138551227983
"Shark's Tooth Axe Skin",6426.15,27333,39719,419,148,23.51059159258
"Rabid Conjurer Chest",4773.75,2870,8995,17,15,166.33275261324
"Rabid Ring",4521.65,3627,9589,124,90,124.66639095671
"Soldier's Ring",2820.65,5804,10149,226,118,48.598380427292
"Cavalier's Spineguard",13929.85,10702,28981,120,60,130.16118482527
"Soldier's Spineguard",10918.5,12021,26990,128,106,90.828550037434
"Rabid Spineguard",5361.15,9001,16899,261,53,59.561715364959
"Major Sigil of Karka Slaying",2994.15,5503,9999,93,44,54.409413047429
"Superior Sigil of Karka Slaying",9541,55822,76900,92,49,17.091827594855
"Winter's Timber Staff Skin",724531.3,960012,1981818,148,9,75.471067028329
"Endless Toymaker's Tonic",14522,123601,162500,2743,142,11.749095881101
"Endless Gift Dolyak Tonic",505294.45,1381701,2219997,849,6,36.57046278464
"Unbreakable Choir Bell",29897,105251,159000,486,204,28.405430827261
"Snowflake Orichalcum Ring of Winter",16346.05,40001,66293,84,33,40.864103397415
"Giver's Embroidered Cotton Insignia",3275.65,946,4969,1383,385,346.26321353066
"Giver's Embroidered Linen Insignia",2211.4,6120,9804,415,67,36.133986928105
"Giver's Draconic Legs",2128.85,6302,9921,107,82,33.780545858458
"Giver's Gladiator Legplates",4224.75,3062,8575,39,14,137.9735467015
"Giver's Gladiator Legplates",4072.4,4378,9944,58,16,93.01964367291
"Giver's Splint Legs",2548.4,5154,9064,141,33,49.445091191308
"Giver's Scale Legs",4373,4040,9900,174,40,108.24257425743
"Giver's Gladiator Helm",2427.5,2713,6050,25,17,89.476594176189
"Giver's Splint Helm",3702.15,1310,5899,78,56,282.60687022901
"Giver's Splint Gauntlets",4850.15,2712,8899,87,21,178.84033923304
"Giver's Scale Gauntlets",5478.25,2412,9285,234,98,227.12479270315
"Giver's Gladiator Chestplate",5611,2887,10000,20,10,194.35400069276
"Giver's Gladiator Chestplate",4898.1,3656,10066,27,16,133.97428884026
"Giver's Splint Coat",6087.65,2962,10649,84,14,205.52498311951
"Giver's Gladiator Boots",2754.6,2884,6636,116,20,95.513176144244
"Giver's Scale Boots",5688.45,1532,8497,101,13,371.30874673629
"Giver's Exalted Pants",3211.6,6048,10896,103,70,53.101851851852
"Giver's Masquerade Leggings",9165.15,7832,19999,23,13,117.02183350358
"Giver's Acolyte Pants",4465.45,4081,10057,327,31,109.4204851752
"Giver's Student Circlet",5028.1,1554,7746,47,39,323.55855855856
"Giver's Exalted Masque",2131.95,5930,9487,159,103,35.951939291737
"Giver's Acolyte Mask",2148.3,1248,3998,88,80,172.13942307692
"Giver's Student Circlet",2551,847,4000,230,72,301.18063754427
"Giver's Masquerade Gloves",9077,3042,14260,109,30,298.38921761999
"Giver's Masquerade Gloves",3599.9,1901,6474,231,18,189.36875328774
"Giver's Acolyte Gloves",5275.8,2056,8628,121,24,256.60505836576
"Giver's Masquerade Raiments",9530.15,3302,15099,26,9,288.6175045427
"Giver's Acolyte Coat",4471.3,4025,9998,168,20,111.08819875776
"Giver's Masquerade Boots",6396.6,3101,11176,296,29,206.27539503386
"Giver's Masquerade Boots",5997,2501,10000,83,8,239.78408636545
"Giver's Acolyte Boots",6870.75,3153,11795,189,8,217.91151284491
"Giver's Embroidered Wristguards",2030.25,539,3025,117,111,376.66975881262
"Giver's Embroidered Pants",2221.1,1131,3946,212,46,196.38373121132
"Giver's Leather Shoulders",2854.3,3109,7018,242,73,91.807655194596
"Giver's Outlaw Shoulders",4176.9,1052,6154,189,57,397.04372623574
"Giver's Noble Pants",2885.1,3136,7086,19,14,91.999362244898
"Giver's Noble Pants",6206.95,3334,11227,32,16,186.17126574685
"Giver's Leather Pants",2431.15,4536,8199,174,100,53.596781305115
"Giver's Outlaw Mask",5680.15,1542,8499,173,61,368.36251621271
"Giver's Noble Gloves",2359,1039,4000,56,33,227.04523580366
"Giver's Noble Coat",4160.75,2803,8195,24,12,148.43917231538
"Giver's Noble Coat",4251.9,2609,8074,38,11,162.97048677654
"Giver's Leather Coat",3138.45,4337,8797,148,13,72.36453769887
"Giver's Noble Boots",2218.9,2874,5994,120,36,77.205984690327
"Giver's Outlaw Boots",2098.15,1129,3799,153,91,185.84145261293
"Minor Sigil of Generosity",16771.3,55475,84998,447,24,30.232176656151
"Major Sigil of Generosity",12474.8,46163,68988,249,72,27.02337369755
"Giver's Krait Battleaxe",4155.45,6125,12097,37,10,67.844081632653
"Giver's Krait Machete",10729.25,4641,18085,302,19,231.18401206636
"Giver's Pearl Sabre",14114.1,22167,42686,86,67,63.671674110164
"Giver's Ogre Scimitar",15267.15,5470,24399,26,16,279.10694698355
"Giver's Pearl Impaler",5764.3,11232,19998,37,16,51.320334757835
"Giver's Krait Pilum",6075.5,3298,11030,38,17,184.21770770164
"Giver's Krait Shell",9656.9,5636,17994,92,40,171.34315117104
"Giver's Pearl Bludgeoner",4899.6,12095,19996,40,22,40.5093013642
"Giver's Bandit Mallet",2350.15,1812,4899,63,13,129.69922737307
"Giver's Mithril Hammer",2285,5856,9580,154,17,39.019808743169
"Giver's Pearl Broadsword",4824.45,30106,41097,144,20,16.024878761709
"Giver's Mithril Greatsword",12875.15,8372,24999,142,32,153.78822264692
"Giver's Darksteel Greatsword",2699.15,2959,6659,68,22,91.218316998986
"Giver's Pearl Carver",12096.15,22751,40999,127,75,53.16755307459
"Giver's Ogre Dirk",9470.2,4971,16992,39,6,190.50895192114
"Giver's Iron Dagger",6771.5,2024,10350,49,18,334.56027667984
"Giver's Iron Dagger",4850.1,2769,8966,130,14,175.1570964247
"Giver's Ogre Hornbow",6406.5,1709,9550,36,17,374.86834406085
"Giver's Krait Recurve Bow",5379,3034,9900,35,19,177.29070533949
"Giver's Pearl Stinger",3753.25,13402,20185,107,47,28.005148485301
"Giver's Iron Pistol",2382.4,5150,8864,151,90,46.260194174757
"Giver's Ogre Flintlock",4951.15,5671,12499,61,14,87.306471521777
"Giver's Krait Handgun",6521.45,9114,18397,57,21,71.554202326092
"Giver's Pearl Handcannon",20987.5,30002,59990,72,8,69.95366975535
"Giver's Ogre Blaster",2560,1688,5000,33,13,151.65876777251
"Giver's Krait Shooter",4328.05,2906,8513,119,23,148.93496214728
"Giver's Pearl Blunderbuss",4508.6,12503,20016,78,23,36.060145565064
"Giver's Pearl Needler",13068,15201,33260,75,7,85.968028419183
"Giver's Krait Harpoon Gun",12153.5,4836,19990,59,12,251.31306865178
"Giver's Pearl Speargun",16420.9,11197,32494,56,30,146.65446101634
"Giver's Krait Brazier",13495.15,3502,19999,64,20,385.35551113649
"Giver's Pearl Brazier",5699,11282,19980,52,18,50.514093245878
"Giver's Soft Wood Warhorn",3090.25,1995,5985,55,37,154.89974937343
"Giver's Pearl Siren",5912.35,11078,19991,38,18,53.370193175663
"Giver's Pearl Conch",6279.15,11568,20999,37,11,54.280342323651
